text,hatebert_pred,roberta_pred,token_len,char_len,hb_lex_occurr,hb_lex_ngrams_prop,label
"#DhoniKeepsTheGlove, @BCCI ,@ICC . Why ICC is double standard. Allowing namaz on ground to Pak players, but not allowing @msdhoni to wear #BalidaanBadge gloves. Is @BCCI surrendering to @ICC . We condemn this act of ICC",0,0,48,219,0,0.0,1
Can we do a FB party for those that have gotten screwed over?   For everyone who ended up in Twitmo?   Let’s get some followers back.   #TrumpIsTheEnemyOfThePeople   #TrumpIsADisgrace   #TrumpIsAFraud   #TrumpIsATraitor   #TrumpIsAMoron   Please RT and follow back! ,0,1,46,266,0,0.0,0
@realDonaldTrump WRONG Stop with the lies you sick evil  #DEMENTED   #LyingTrump   #PutinsPuppet   #TRUMPcriminalIMPEACHMENT   #TrumpCrimeFamily   #locktrumpup   Just resign you will never lie you way out of this.   #TrumpIsATraitor,1,0,36,232,0,0.0,1
@realDonaldTrump Well isn't that the pot calling the kettle ZERO CREDIBILITY 😂😂😂😂 Maybe if you didn't LIE ABOUT EVERYTHING you'd have an ounce of credibility but we all know you #TrumpIsATraitor and you will be leaving very soon. #TrumpDerangementSyndrome ,1,1,46,256,0,0.0,1
King Joffrey: 47%  Donald Trump: 41%    #FuckTrump   #Trump41,0,0,14,61,0,0.0,1
"@anjanaomkashyap , hope you stand up for @msdhoni and 🇮🇳 #DhoniKeepsTheGlove ",0,0,14,77,0,0.0,0
@Newsweek Happy #JohnMcCainDay     #FuckTrump,0,0,7,45,0,0.0,0
@ICC i think u do have some work rather than seeing on dhoni's gloves...if u don't have then i can suggest u to improve the quality of ur great umpires ..plz go and improve the quality bcz #DhoniKeSaathDesh   #DhoniKeepsTheGlove   #BalidanBadge,0,0,49,244,0,0.0,1
@ImRaina @msdhoni Well Said #DhoniKeepsTheGlove,0,0,8,47,0,0.0,0
ICC Rules on Gloves      Dear Indian Friends Read it Before any Comments     #DhoniKeepsTheGlove #CWC2019 ,0,0,16,106,0,0.0,0
#Dickhead  Don't be one.   I give you mfs 1 minute of conversation followed by 4 minutes of laughter.  Foh &amp;  Good Day ,0,0,28,123,0,0.0,1
@WhiteHouse Happy John McCain Day. #FuckTrump ,0,0,9,46,0,0.0,0
Did I just hear that right?  Andrea Mitchell asked Anita Hill if she thought the way Joe Biden handled the Clarence Thomas hearings put him on a moral equivalence with Donald Trump.  #WTAF #dickhead,0,1,38,198,0,0.0,0
Retweet if you think #DerangedDonnie @realDonaldTrump should stop blocking the design of the new $20 bill. (image via @nytimes).  Trump proves he is a racist and a bigot.  #TrumpTantrum #TrumpMustResign #TrumpIsATraitor ,1,0,43,220,0,0.0,1
AIIMS Delhi doctor continues protest against Bengal violence wearing helmet in viral photo   #BengalBurning #DoctorsFightBack #Savethedoctors #SaveBengal,0,0,21,153,0,0.0,0
"#SaturdayMotivation this video motivates me!!! Be brave !!!! Raise ur voice!!!!     Protesting doctors applaud as more doctors resign and walk out of Medical College and Hospital, Kolkata #MamataLosingControl #BengalDoctorsStrike #DoctorsFightBack ",0,0,45,248,0,0.0,0
"@nielslesniewski If you were his children, would you want to spend the day with him?  NOT.  #TrumpIsADisgrace   #TrumpIsAFraud   #TrumpIsAMoron   #TrumpIsATraitor   #TrumpIsCrazy",0,0,30,178,0,0.0,1
"Ok so the conclusion is: rules should be the same for all teams, we have seen Pakistani players do namaz on the field and English players having some nationalistic logo on their jersey.   #DhoniKeepTheGlove #DhoniKeepsTheGlove #DhoniKeSaathDesh",0,0,42,244,0,0.0,0
#DoctorsUnderOppression  #DoctorsFightBack  #DoctorsStrike   The minister: tries to oppress us  Me and the boyz : ,0,0,18,114,0,0.0,0
#IdiotTrump #NoRespectForALoser   @realDonaldTrump #ResignOrBeImpeached     Watch 'Trump Demands That Other Countries Treat Him With Respect During Twitter Tantrum' on YouTube ,0,0,24,176,0,0.0,0
@pythoroshan @adite Its a sad day for society at large when Doctors have to fight to  justice seems to be a myth   #SaveTheDoctors #SaveBengal   #DoctorsFightBack,0,0,30,162,0,0.0,0
"The only positive I am taking from this article is when @ImRo45 said, let's see what happens on Sunday.    I am hopeful that #DhoniKeepsTheGlove and then let's see how gutsy @icc is.    @KirenRijiju  #DhoniKeepTheGlove  #IndiaWithDhoni  @BCCI    ",0,0,48,246,0,0.0,0
"He'll also continue to make sure kids outside of the womb lose healthcare, food &amp; housing while keeping an eye on those caged kids. #douchebag ",0,0,31,147,0,0.0,0
The only way “Melania T” is like Jackie O is that their husbands both cheated on them. #FuckTrump #LiarInChief #TraitorInChief #ImpeachTrump #JohnMcCainDay #Resist,1,0,32,163,0,0.0,0
Happy #JohnMCainDay #JohnMcCainDayJune14th #JohnMcCainAmericanHero 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸Also #FuckTrump,0,0,10,194,0,0.0,0
I must ask #Dhoni to withdraw from @ICC  world cup. Why @adgpi allowed #dhoni to wear insignia during a cricket match. Do Indian Army need such a cheap trick ?  #DhoniKeepTheGlove #DhoniKeepsTheGlove,0,0,40,199,0,0.0,0
"#DidivsDoctors: 'Dangal' girl #ZairaWasim stands in solidarity with medicos, demands 'national outrage'   .  .  .  .  #DoctorsStrike #DoctorsFightBack #DoctorsProtest #DoctorStrike",0,0,30,180,0,0.0,0
"@ramanmrp @myogiadityanath This man completely nailed Mamata, her politics and her hypocrisy. #DoctorsFightBack ",1,0,18,112,0,0.0,0
Nayasa Superplast Gallent Plastic Cutlery Stand @ Rs.99        #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,0,0,30,188,0,0.0,0
"If we go to war with #Iran, I volunteer all the Trumps, Pompeos, Penses, Boltons, and every other war hawks offspring to go fight their parents wars.  #NoWarWithIran #FuckTrump",0,0,38,176,0,0.0,0
5000+ Doctors and Non Medicos walked from NRS to CNMC for our cause.   History has been created as this is probably one of the biggest movement that has been carried out by the doctors.   #DoctorsFightBack ,0,0,38,206,0,0.0,0
"@VP @WhiteHouse @realDonaldTrump Mike, this is the first I’m hearing about this I thought your boss was only concerned with calling people names and lying to cover up all the fucking illegal things he’s done.  Keep me posted #fucktrump #dirtyrottenscoundral",1,1,51,257,0,0.0,1
BBMCH Balangir stand with NRSMCH  #DoctorsFightBack   #NRSMedicalCollege ,0,0,9,73,0,0.0,0
@csmay144k @realDonaldTrump @MarshaBlackburn God Bless a Real American 🇺🇸👍🏆🥇#TrumpIsATraitor   #JohnMcCainDay ,0,0,16,110,0,0.0,0
@LillianVikingDK @SFutorian @myserenity69 @TrinityResists @laureldavilacpa @mommamia1217 @LunaLuvgood2020 @MrScottLads @jomareewade @Rey_Sistance @Augustus709 @ScarletAvengers @mcspocky #HappyJohnMcCainDayJune14   #JohnMcCainDay &lt;-- 4020 tweets last hour!  #FakePresident #fakeprophets #fake #profits   #Trump #TrumpIsATraitor ,0,0,51,330,0,0.0,0
Watching #AmericanFrightFest on @Tubi &amp; smoking a bowl.   #HorrorMovies #420life #horrorfans #indiehorror #smokeweedeveryday #FuckTrump,0,0,25,139,0,0.0,0
"Please do not follow #OJSimpson on Twitter. #smh We are far more educated on #dnaEvidence today than the jury was back in 1994 (thank you #forensicfiles #ID), so we know he murdered Ron &amp; Nicole. Please do not give this #murderer a social platform to be celebrated again. #stop",1,0,64,281,0,0.0,0
DON'T #Retweet This Because #Trump Doesn't Want You To Retweet His #Impeachment Fear #FuckTrump #IndictTrump #JailTrump #Resistance #Resist #Drumpf #TrumpObstruction #TrumpCorruption #BLOTUS #TrumpRussia #CrookedTrump #TrumpCrimes #Impeach45 #Indict45 #FBR ,0,0,48,257,0,0.0,0
@MSNBC No worries. I hear HELL is pretty negative.  #MURDERER,0,0,14,61,0,0.0,0
"Hey @realDonaldTrump #fucktrump isn’t this your mate?    North Korea: Hundreds of public execution sites identified, says report ",0,1,24,129,0,0.0,0
#JohnMcCainDay #TrumpIsATraitor @realDonaldTrump     Something donny accomplished that McCain never did... ,0,0,14,107,0,0.0,0
"My god, such a loser. #fucktrump ",1,1,9,33,0,0.0,0
#QuestionOfTheDay: #Quiz    542. Which blood group is called universal donor ?    [A] AB+  [B] AB-  [C] O+  [D] O-    Answer✍ &amp; Test Ur GK  541st Ans: [A] Kerala.    Plz #Like &amp; #Retweet🔃    #WorldBloodDonorDay  #MamataLosingControl  #RainStopsMatch #ShameOnICC  #FridayMotivation #instagramdown,0,0,66,303,0,0.0,0
#MoronTrump Caught In White House-Sized Lie That He Can't Weasel Out Of #TrumpIsATraitor #VoteBlue2020  ,0,0,18,104,0,0.0,0
"There are enough Tory MPs to collapse the government and prevent a no-deal Brexit, Amber Rudd has warned the Conservative leadership candidates.    #BorisJohnsonShouldNotBePM   #StopBrexit",0,0,28,188,0,0.0,0
"Seniors greeted &amp; cheered by juniors after mass resignation.. There is an old saying that  united we stand, divided we fall. This is unity..  Dear momos waale didi no matter how much u gonna humiliate our doctors, we will stand by them forever.    #DoctorsFightBack  #SaveTheDoctors ",0,0,56,287,0,0.0,0
"@cricketworldcup Experts(@ICC) told play World Cup in England, but I(Rain) have an other ideas 😂😅😜  @ECB_cricket   #ShameOnICC  #RainStopsMatch #SLvAUS #SAvAFG",0,0,34,159,0,0.0,0
Treason. TREASON. #TrumpIsATraitor ,0,0,6,35,0,0.0,0
"Hon. CM Mamata ji, with how many people will you fight. Every person of this nation has become 'BJP Ka Goonda'! Because they are with BJP!! and support Prime Minister @narendramodi.     #DoctorsFightBack",0,0,42,203,0,0.0,0
A single doctoes life costs a thousand of patients life. Stand with them to build a healthy society. Say no to mamta less banerjee.  #SaveBengalFromTMC   #Savethedoctors   #SaveTheSaviours   #standwithNRS   #DoctorsFightBack   #DoctorStrike   #DoctorsUnderOppression,0,0,41,266,0,0.0,0
Are you on high while planning???? #ShameOnICC,0,0,12,46,0,0.0,0
#DoctorsFightBack  @MamataOfficial dear didi don't make it your ego issue.  You are making mess out of it.   Don't play politics with poor patients life.   I hope lord shri Ram will give you better understanding.  Jay shri ram 🚩,0,0,46,228,0,0.0,0
"How intelligent r Indians, they don't care missing army aircraft. But discussing and struggling for Dhoni's gloves. #DhoniKeepsTheGlove",0,0,24,135,0,0.0,0
".@ShailendraS7, Sports Guru: These people have managed to sort of very causally push across their mistakes. I feel this is a serious issue as it affects not only the #worldcup but cricket at large     #ShameOnICC ",0,0,42,213,0,0.0,0
Hey @ICC see how stupid you guys are..🤭🤭🤭    BTW #ShameOnICC     #INDvPAK ,1,0,16,74,0,0.0,0
"SHAME ON @ICC For Concentrating on @msdhoni 's glove rather than on substandard Quality of Umpiring... @icc being biased, Partial #DhoniKeepsTheGlove #DhoniKeepTheGlove #IndiaWithDhoni",0,0,31,184,0,0.0,0
@WhiteHouse Did that flag sign a NDA before it was molested?  #DopeyDonald  #FuckTrump  #FakeMelania  #CreepyPence  #Impeach45,0,0,23,126,0,0.0,0
#DoctorsFightBack MB shouldn't be allowed to meet the injured doctor till all the attackers are arrested.,0,0,19,105,0,0.0,0
"They’re threatening striking medical students , kicking them out of their dorms and blackmailing their parents #doctorsfightback  #DoctorsUnderOppression ",0,0,22,154,0,0.0,0
@realDonaldTrump #TrumpTantrum AGAIN #TrumpMustResign for #TrumpIsNotAboveTheLaw #TrumpIsATraitor     #VoteBlueToSaveAmerica from the #GOPCorruption     #RepublicansForImpeachment,0,0,20,179,0,0.0,0
UAE Enlisted Businessman to Spy On Trump White House #Resist #ResistTrump #FuckTrump ,0,0,15,85,0,0.0,0
Actually scenes in the WorldCup Final at Lords   @ICC  #ShameOnICC #RainStopsMatch ,0,0,14,83,0,0.0,0
"@MohanBhagwat_ #DhoniKeepsTheGlove  Indians, let's  flood the stadium on Sunday with the #BalidanBadge on t-shirts and placards. Fans it's time to stand up for our army &amp; country and show the power and unity of India to ICC and the World!  #DhoniKeSaathDesh its not religious or brand promo.share. ",0,0,59,302,0,0.0,0
Jab “Balidaan” likha hi nahi hai toh why the unwanted controversy. So #DhoniKeepsTheGlove but drops the  #logo. ,0,0,23,112,0,0.0,0
'Dhoni will always be my Captain' - 7th time so far Kohli has said these lines since Dhoni stepped down from Captaincy !!!!💗💗💗  @ChennaiIPL @imVkohli @msdhoni #IndiaWithDhoni #DhoniKeepTheGlove #DhoniKeepsTheGlove #ICCCricketWorldCup2019 ,0,0,42,238,0,0.0,0
"If @Conservatives MPs end up voting 4 @BorisJohnson despite his avoidance of public debate &amp; present himself, it shows the party is rotten 2 the core; it will show that deals have been made with MPs. People should C #borisjohnson’s incompetence on stage #BorisJohnsonShouldNotBePM",0,0,55,284,0,0.0,0
Photograph from yesterday.     Emergency OT services at Murshidabad Medical College continue.    #DoctorsFightBack   #SaveTheDoctors ,0,0,17,133,0,0.0,0
"If Army is not a part of any political party, then i believe every political parties should support dhoni for wearing #BalidanBadge #DhoniKeepsTheGlove",0,0,26,151,0,0.0,0
Jamshedpur State Doctors stands in solidarity with their West Bengal counterparts  #DoctorsFightBack,0,0,13,100,0,0.0,0
@campbellclaret The irony of this!!!     #murderer,0,0,11,50,0,0.0,0
#FUCKtrump Jackie O didn’t do Lesbian Porno movies.,0,0,12,51,0,0.0,0
"@realDonaldTrump A special day, for an extra-special scumbag.  #Trump #TrumpIsATraitor #HappyBirthdayMrPresident   #potus #FridayFeeling #FridayMotivation     ",1,0,23,159,0,0.0,0
We stand with @msdhoni infact #indiastandswithdhoni  #DhoniKeepsTheGlove ,0,0,10,73,0,0.0,0
@CarolinePidgeon scrutinised and endured @BorisJohnson wasting public money. The role of a politician includes ensuing public money is not wasted. For that alone he should be fired! Recall petition in Uxbridge please! Not convinced? Read on... #BorisJohnsonShouldNotBePM ,1,0,46,271,0,0.0,0
"Advice to #Doctors going on Strike, instead they should refuse to attend @MamataOfficial's #Government officials and elected representatives of the people. Why people suffer for no fault of theirs.  #DoctorsFightBack   @BJP4India @drharshvardhan   @jpgoswami_delhi @baldev_bahl",0,0,46,277,0,0.0,0
This is really ugly. Hope at least no shower on finals..... #ShameOnICC,1,0,15,71,0,0.0,0
@Nidhi @ShekharGupta There are far more important issues to be reported n sorted out. Leave this to the @BCCI which will definitely come up a better solution than you two poking your noses unnecessarily.  #DhoniKeepsTheGlove #DhoniKeSaathDesh #JusticeForTinkleSharma,0,0,45,266,0,0.0,0
I have never ever seen this kind of world cup.@ICC u should have done better plan.Atleast u can look after the ground by covering complete ground.  #ShameOnICC   U should learn from BCCI management #ipl,0,0,40,202,0,0.0,0
"@ChildofGodSandy To Sandra and the rest of the #religious world; You do not know God either, and if you still say you do, prove it!    LGBTs don't ask for #special #rights, they ask for #EQUALITY. Churches have special rights, they don't pay #tax.    I ate an #egg, am I a #chicken-#murderer?",1,0,73,292,0,0.0,0
another GOOD reason 2 NOT reveal identity of rape accused man!! not only because he might be INNOCENT .. but because people MISTAKE him 4 someone else with same name. PREPOSTEROUS!! karan WAHI #rapist now?    @timesofindia  @vineetjaintimes @ncw @smritiirani ,1,0,50,259,0,0.0,0
@IzzyFolau 👈🏽 This Fucken Guy!  What a brainwashed cunt!   #Dickhead,1,1,14,68,1,0.0,1
"Protest against Mamta Banerjee and effigy burning in SCB Medical College, Cuttack, odisha.  #DoctorsFightBack   #standwithNRS   #SaveBengal   #Savethedoctors ",0,0,24,158,0,0.0,0
@SenSchumer @realDonaldTrump @senatemajldr @SenateGOP It was too late for him to try to do damage control on @foxandfriends the @abc interview will be aired again and more people get to hear what he has to say. #TrumpIsATraitor,1,0,45,227,0,0.0,0
Every supporter of the current White House occupant who continues to support him after his latest treasonous comments can all fuck right the fuck off for-fucking-ever. #fucktrump #itmfa #TraitorTrump #ImpeachTrumpNow,1,1,35,216,0,0.0,1
Don't know if the math is correct but #ShameOnICC ,0,0,11,50,0,0.0,0
"@TajinderBagga @MamataOfficial @ZeeNews @republic @abpnewshindi @thenewshour @News18India @Jansatta @drharshvardhan @narendramodi @AmitShah @KailashOnline #DoctorsFightBack #GetWellSoonMamataDidi    Mamata Didi, You strip doctors of their dignity and expect them to do nothing?  Why play with people’s lives because of your sheer arrogance?    ",1,0,57,344,0,0.0,0
@johnlundin @politicususa I DEMAND TRUMP RESIGN  #TrumpIsATraitor,0,0,10,65,0,0.0,0
