ind,text,hatebert_prob,roberta_prob,hatebert_pred,roberta_pred,token_len,char_len,hb_lex_occurr,hb_lex_ngrams_prop,label,id
742,#PresidentTrump Wins Law Suit - #CA Court Overturns #GunControl Law...  #GOA #NRA #GunRights #SelfDefense #A2 #firearms #MolonLabe #guns #KAG #SecondAmendment #CCOT #PJNet #GunFreeZones #MAGA #USConstitution  URL via @USER,0.26057757791311414,0.10767181892180208,0,0,48,222,0,0.0,0,10203
745,@USER @USER @USER @USER @USER Just as I thought we were getting along. URL,0.07146149180665834,0.013768817271432157,0,0,20,74,0,0.0,0,31217
746,@USER SHE DIDN’T SPEAK PARIS OMG I CAN’T BREATHE,0.3348612726535604,0.1508400780594424,0,0,14,48,0,0.0,0,87507
748,@USER ball is in our court not yours,0.2536760752679234,0.03785684055232037,0,0,9,36,0,0.0,1,43212
751,@USER @USER @USER Hahahahaha!! really?: Stiglitz is Nobel prize 💡. You are a simple stockbroker 💩😂.,0.17113044071972666,0.055874635066519546,0,0,25,99,0,0.0,0,64050
752,@USER A whole meta joke here would be my original tweet fuckin up the calculations.,0.918917886176106,0.8125700385367506,1,1,17,83,0,0.0,1,68597
755,@USER I couldn’t agree more us conservatives need to take our country back. #MAGA,0.14045410531571434,0.07620119302481985,0,0,19,81,0,0.0,0,17149
771,"@USER @USER he/she is lying also. claiming I didn't know they were dating"" but when you look at her old tweets you can see her arguing with Careeeema and saying they're dating. Plus Tom and Z are too careful to hold hands in public. 😂""",0.2123545086890238,0.07906798791391602,0,0,54,235,0,0.0,0,53866
774,@USER @USER @USER Are you serious. Man you’re an idiot! He is the most hateful scum on earth.,0.941546758958903,0.9031234594061358,1,1,26,93,1,0.0,1,91855
778,@USER Aight I thought gun control and unaffordable healthcare was the issue snm 😪,0.2751540693838731,0.14199377635162605,0,0,15,81,0,0.0,0,92722
796,@USER @USER Who is the ring leader of the brain dead sheep. Time to turn it back on him.,0.5645186584272933,0.7994423202552038,1,1,23,88,0,0.0,1,48660
802,@USER And yet the liberals keep piling in people from countries like this with ideals like this and preach upon to us women's rights and respect for all. Doesn't make sense to me it's double talk,0.40712390825838046,0.19467383141900899,0,0,41,195,0,0.0,0,77963
803,"@USER We the people of #TrumpNation stand FIRMLY behind @USER Most complaining farmers -- whom Corey Booker suddenly discovered"" and thinks he can divide off the #MAGA nation -- UNDERSTAND that they must sacrifice a little for OTHER Americans who've been raped by #China.""",0.5245164567154269,0.38280456654711326,1,0,53,272,0,0.763,0,27873
804,@USER For the best night sleep in the whole wide world...,0.14718705931219023,0.05893884130761655,0,0,13,57,0,0.0,0,21527
806,@USER He is so very stupid. Or is it he is just so concrete??,0.9370381679031634,0.9041439177176905,1,1,18,61,0,0.0,1,11618
810,@USER @USER I have. Its horse dung. She can't remember when and where. It comes out at the last second. Her parents lost a foreclosure case where his Mom was the judge  she is a hardcore anti Trump liberal  the #MeToo is turning into BLM ANTIFA and there is 0 due process,0.35412588744036577,0.36330797838435036,0,0,60,271,0,0.0,0,67365
812,@USER Forevaaaaaaaaaaa 👯‍♀️ URL,0.29057807960153764,0.017358998780557838,0,0,5,31,0,0.0,0,64459
814,@USER Kind of like what trump does all the time huh?,0.265404212239804,0.042324591381085096,0,0,13,52,0,0.0,0,64835
817,@USER @USER Who’s talking sense @USER or @USER  @USER I’ll follow the industry expert as should @USER #listentoindustry,0.11047115389487246,0.020488554684743848,0,0,29,119,0,0.0,0,63759
819,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Hi BEE GEE!!! You are so cute!!!😸😘,0.07316472140562331,0.017358998780557838,0,0,40,112,0,0.0,0,14044
828,"@USER I'm glad you think so. I know you could kick his ass yourself, but I'll always have your back.""  He knows he is doing his best.   ""That's awful. That you had to live like that. No child should have to experience such things.""  Shitty people like that should not be allowed near+""",0.7907727820408305,0.8633340086713946,1,1,68,285,0,0.0,1,70501
832,@USER GD I thought he lost his voice?,0.17518502226898364,0.05409869736882582,0,0,10,37,0,0.0,0,16918
858,@USER Conservatives Vote NOW! Fed Up With Stupidity!,0.25036253776641,0.8822758053302603,0,1,11,52,0,0.0,1,91233
860,@USER @USER @USER @USER @USER Oh and how do think the victim feels? Im sure she is fine with the death threats and insults she’s been getting spewed at her by you fine Christian conservatives,0.23484506502562155,0.34645837280152525,0,0,43,191,0,0.0,1,41712
863,@USER @USER You are the most wonderful of Fremino,0.06578465849103951,0.01621503010931627,0,0,11,49,0,0.0,0,80586
871,@USER America will be better off once you retire Flakey Jeff Flake.  Go away.......,0.13398075772038867,0.045734633574116584,0,0,17,83,0,0.0,1,62156
874,@USER God never worry’s for he is powerful,0.0844172438701655,0.017627544490632967,0,0,11,42,0,0.0,0,31844
875,@USER 😂 a What? You are Better then a futanary Work! You are real!,0.508910189441957,0.6476589502133345,1,1,18,66,0,0.0,0,32636
881,#MRU in the media | Liberal MP crosses floor to join conservatives  via @USER #CdnPoli URL,0.1354034775673067,0.04543721764463947,0,0,19,90,0,0.0,0,98564
882,@USER @USER I’m sure the air that he is breathing is also bad.,0.3972659456482008,0.18395984041617067,0,0,18,62,0,0.0,1,27890
885,@USER Nigga you are tweeting in the shower ???? I hope Siri drown,0.4520218528995541,0.7447491724482065,0,1,17,65,0,0.0,1,36163
887,@USER And the last one when she is with herself. The truest personality.,0.10851917612725887,0.028007520605988122,0,0,16,72,0,0.0,0,80181
895,@USER I'm surprised he didn't shoot his students just prove gun control is important. I'm glad I don't send kids to college. What a waste of money turning them into pumpkin heads.,0.7597605507205912,0.6015789304675974,1,1,40,179,0,0.0,1,69815
899,@USER @USER @USER You are goddamn right both sides will be heard. We want the TRUTH Kavanaugh. Republicans better not put party above country.,0.47797294559063774,0.8589553730585133,0,1,30,142,0,0.0,0,37532
906,@USER Pussy and ass are ✌🏾different times. And I've NEVER in my black life ever ate chittlerings lol,0.7862948141960816,0.8962513731336204,1,1,21,100,0,0.0,1,45025
914,@USER I hope he is safe,0.06669065451579531,0.016882465769084858,0,0,7,23,0,0.0,0,32345
915,@USER @USER @USER @USER @USER @USER @USER The vast majority of counterprotestors were normal Cville residents. There were a few antifa and a few BLM people. All violence was instigated initially by the white supremacists. Antifa protected clergy members and black residents.,0.3460438929451513,0.3537071992013102,0,0,53,274,0,0.0,0,53424
928,@USER @USER Get her in Washington on Monday. America first MAGA,0.09696201513127788,0.02006180244042778,0,0,14,63,0,0.0,0,39219
942,@USER @USER @USER @USER @USER @USER @USER Maybe stop attacking Conservatives and you might find they don’t retaliate.,0.19140323609177076,0.12517228105584516,0,0,28,117,0,0.0,1,89653
945,@USER @USER Wise move .. the only things the Democrats are doing is creating anger regarding conservatives,0.4217899700367817,0.3007969236446847,0,0,19,106,0,0.0,0,18265
949,@USER Could it be that President Trump is normal and most of Washington D C are insane and totally out of touch with the forgotten middle class working people of America? Drain the swamp &amp; MAGA.,0.7579735664426586,0.7351190449376035,1,1,41,198,0,0.0,0,52985
951,@USER Thank you Don Jr! You are absolutely correct!,0.10885028259427151,0.014700297568289314,0,0,12,51,0,0.0,0,82058
952,"@USER @USER Right?! I wanna know why she on the phone calling the police anyway? what did he do""? Fuckin ""Run Me Over Rhonda"" lol""",0.2146091068437234,0.8995633964449737,0,1,36,130,0,0.0,1,21867
954,@USER Liberals: The FBI can investigate if you ask.  Also Liberals:   Can you believe Trump ordered an investigation of a private citizen??? He's a dictator!,0.27812197921656595,0.770205628346205,0,1,34,157,0,0.0,1,41177
955,@USER As you typed “you think everyone is like you?” And read it. It means the question is referring to the reader. And at the case you are the reader. 🇳🇬 effect,0.1926152773435272,0.03625416131230391,0,0,39,161,0,0.0,1,56888
956,@USER @USER You are delusional if you think he is the reason either game was lost in the past two seasons lmao,0.8246738243447971,0.7882573707551939,1,1,24,110,0,0.0,1,25543
965,@USER Buy one URL,0.21411571492550197,0.02348704412735943,0,0,5,17,0,0.0,0,58087
970,@USER @USER That's an Antifa Soy Girl!,0.17419945411417395,0.05759920586657953,0,0,11,38,0,0.0,0,62404
973,@USER He is adorable @USER,0.08299414835226905,0.015936993640783385,0,0,7,26,0,0.0,0,86459
977,"@USER @USER These gun control scientists"" are a disgrace. They should have their license to publish revoked. 😒""",0.9314001368406888,0.8444090059229068,1,1,24,111,0,0.0,1,78556
987,@USER You are sexy as fuck babygirl🔥🔥🔥,0.9408441246731652,0.9161846346503462,1,1,8,38,0,0.0,1,83321
997,@USER Here she is! Gotten real big 😱 URL,0.19238757527466327,0.023397619277062045,0,0,11,40,0,0.0,0,11428
1000,@USER Gorgeous! And those tits are KILLER! ❤️,0.7841538008374923,0.8971108597688671,1,1,11,45,0,0.0,1,10087
1003,@USER @USER I thought the Krebs trials couldn't say one way or the other if this was effective. So as usual @USER giving more money to their friends,0.0872522465547244,0.08586245629955465,0,0,33,148,0,0.0,0,16718
1011,@USER He is an israeli puppet.,0.7279754489059774,0.8168450924585801,1,1,8,30,0,0.0,1,37218
1017,20. Close ties w/nra &amp; funding more imp than people's lives &amp; sensible gun control; 21. Attempting to defend Planned Parenthood whilst at same time rolling back intelligent sex education &amp; replacing with abstinence only teachings which is just fucking stupid;,0.9472348095807394,0.8506548117855443,1,1,52,271,0,0.0,1,63908
1019,"@USER @USER @USER @USER @USER @USER UNDERSTOOD, Sir! Nation HUNKERED DOWN in our COMMITMENT 2 help you #MAGA, in your God given STABLE GENIUS words: Till The Bitter End""... God speed Tziyon, Shalom! Con musica, Lucho, Latin Jazz Vocalist&amp;Composer""",0.1803952588642227,0.12273335033624269,0,0,61,251,0,0.0,0,29262
1027,@USER She is with stormy,0.1233656243727556,0.06884986977430893,0,0,6,24,0,0.0,0,67183
1036,@USER He stolded my diners URL,0.6229325494350034,0.042206000808612386,1,0,7,30,0,0.0,0,25649
1037,@USER @USER Will @USER or @USER ask for some sort of gun control or once again do NOTHING? They seem to be really good at doing NOTHING!,0.0960254887877938,0.2052165529842205,0,0,33,136,0,0.0,1,67880
1039,@USER @USER Jesus she is the evilest of cunts,0.936226723700574,0.887448680732076,1,1,11,45,1,0.0,1,62457
1046,@USER @USER @USER @USER @USER She can’t remember when it happened she can’t remember where it happened she can’t remember how she got there. She is a liar and a feminazi who will go to any lengths to smear this man. She is a LIAR.,0.9202179865359069,0.8711463599581363,1,1,59,230,0,0.0,1,40934
1049,@USER @USER Thank you President Trump! ALL of America is benefiting for todays' economy too! And most importantly? President Trump gets ALL the credit! = #MAGA URL,0.0751764027608316,0.03397199715737667,0,0,35,163,0,0.0,0,49876
1067,@USER @USER your disrespect for those that make real sacrifices to defend our freedom is appalling.  @USER is a punk.,0.9363432381534011,0.8455602421299269,1,1,25,117,0,0.0,1,34204
1069,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Is the blind man  a fash that antifa needs to thrash? Beating up blind guys is over the top!,0.8110781922144275,0.4121604057398714,1,0,55,194,0,0.0,0,32946
1073,@USER @USER You will be voted out all together You crazy bat...,0.8740772351648678,0.889816410148163,1,1,15,63,0,0.0,1,13425
1075,"@USER ONLY the Left is violent, like they guy who shot GOP Senators, and antifa who trash Berkeley, Portland. And BLM that trashed Ferguson.  NOBODY who actually attacks makes death threat first, duh. They Just Do it"" as Nike who now supports cop-killers put it.""",0.76786397062057,0.6884684230494847,1,1,56,263,1,0.0,0,75201
1079,@USER @USER @USER His paycheck will hurt her feelings😂😂😂😂,0.5620788500690184,0.2545089680533679,1,0,12,57,0,0.0,0,82120
1082,@USER @USER I can't stand looking at him. 🤢🤢🤢 #TakeAStandNotAKnee 🇺🇸🇺🇸🇺🇸,0.315287807811414,0.03764399739466935,0,0,16,72,0,0.0,0,41790
1083,@USER @USER Democrats control the media  Republicans bow to its pressure  Democrats control the power,0.20323271632529874,0.15559099407709326,0,0,17,101,0,0.0,0,35637
1087,@USER @USER Is there an aluminum pole anywhere to be seen?,0.09297561916337695,0.09484524420535367,0,0,14,58,0,0.0,0,37073
1090,@USER Good,0.2567853951990577,0.02230747428890388,0,0,3,10,0,0.0,0,58403
1100,@USER @USER Nobody interferes and steals elections for liberals in western democracies including America than Soros. Why there is no investigation and are no charges against him? Yet!,0.33468117208758486,0.31829971019328024,0,0,33,183,0,0.0,0,27522
1103,@USER He won't. He's too grotesquely fat and looks like he never takes a bath. He could go any time.,0.5206791152887235,0.7837402900122645,1,1,26,100,0,0.0,1,86153
1106,@USER She is probably waiting on her private pay off,0.06903792817478999,0.09691926945116025,0,0,11,52,0,0.0,0,49574
1113,@USER yeap she is politically a lame duck already dead politically,0.9233853131813415,0.8159668481659097,1,1,12,66,0,0.0,1,72641
1116,@USER @USER @USER Those aren’t conservatives those are whackos. The religious zealots that isn’t the Republican Party and we denounce them. Do you denounce antifa?,0.7547342599098423,0.7612280056466921,1,1,35,163,0,0.0,1,29650
1127,@USER If bobby is fit thats exactly what i would say but not sure if he is or not,0.07821887082692508,0.016090874192824428,0,0,20,81,0,0.0,0,42528
1136,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Well then ... Let's kick the tires and light the fires!  #MAGA #wwg1wga #KAG   #LiberalismIsAMentalDisorder URL,0.16444935924352055,0.10580961245034907,0,0,42,171,0,0.0,0,24857
